fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.5224869804510095,0.9405375147976914,-1.3650578919083625,-0.4661443276736553,-0.23139491684910557,-0.45046641535709514,-0.3636100980131857,0.5558496328558333,1.2692081742746963,-0.5731790175444174,-0.9647478693250882,-0.815724371973966,-1.7305361148370306
-0.29214081742167347,1.9413100825263738,-1.3650578919083625,0.049786057929821326,0.23424649483067086,0.9163071111018042,0.6434765331840353,0.03616705316776909,-0.713872992970804,0.1319884948713192,-0.5963820088912913,-0.815724371973966,-1.72750540360264
-0.29214081742167347,1.272315376925135,-1.1615476710946488,-0.1707093303308824,0.10725343989815143,-0.05995969351169531,0.2467454360457361,0.14009117874763768,-0.32723452640092654,-0.045736650534272935,-0.5963820088912913,-0.815724371973966,-1.7244746923682495
1.6557379010108677,-1.3995842094700564,1.4837747338530953,-0.4661443276736553,-0.2525603208742562,0.1352936674110046,0.42985209626341264,0.6598047343300626,-0.96331716495137,-0.4556510988084613,-0.5963820088912913,0.425784226116904,-1.7214439811338589
-0.5224869804510095,0.9405375147976914,-1.3650578919083625,-0.4661443276736553,-0.23139491684910557,-0.45046641535709514,-0.3636100980131857,0.5558496328558333,1.2692081742746963,-0.5731790175444174,-0.9647478693250882,-0.815724371973966,-1.718413269899468
-0.5224869804510095,0.7175392795972785,-1.3650578919083625,-0.5403633635914739,-0.2525603208742562,-0.25521305443439524,-0.18050343779550918,0.5558496328558333,1.2692081742746963,-0.5731790175444174,-0.9647478693250882,-0.815724371973966,-1.7153825586650775
-0.23623155455047537,0.3830419267966591,-1.059870177095425,-0.6880808622628604,-0.3795535335021795,-0.05995969351169531,0.39933431956046656,-0.17171217388632873,-0.06531814582133216,-1.1608186112241978,-0.9647478693250882,-0.815724371973966,-1.712351847430687
-0.5783962433222076,0.6604299754605873,-1.3650578919083625,-0.9827952864413827,-0.46421562268899375,-0.05995969351169531,-0.7603411951514849,-1.1071532076825885,0.5084034497339698,-1.1020546518562198,-0.40858764867014,1.667292824207774,-1.7093211361962963
-0.29214081742167347,0.27154280919645263,-1.2633027815015057,-0.3926458649200874,-0.2948914443153653,-0.645719776279795,-0.8518945252603232,0.03616705316776909,0.30884811214951696,-0.5158483254780973,-0.8708506892145125,1.667292824207774,-1.7062904249619057
-0.9227973026087878,0.27154280919645263,-0.9580374502809352,-0.5403633635914739,0.21308109080552023,-0.05995969351169531,0.5824409797781431,-0.43156895167754117,-0.2025124404106435,-0.6907069362803735,-1.1453193695377335,-0.815724371973966,-1.7032597137275152
