fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
0.2475795297372061,0.39737480143800685,0.0,0.06852613624962375,0.10684473674491415,0.1492537313432836,0.0989399293286219,0.5675474604605597,0.6052227342549923,0.13771929824561405,0.15384615384615397,0.3999999999999999,0.0
0.28319502074688796,0.5204414346626536,0.0,0.11641751112002943,0.14357261626424986,0.3582089552238806,0.215547703180212,0.4941270688734676,0.3609831029185866,0.20964912280701756,0.21514423076923084,0.3999999999999999,0.0008756567425569177
0.28319502074688796,0.43817406571356904,0.040008544921875,0.09594996822848734,0.13355592637292735,0.20895522388059704,0.16961130742049468,0.5088093966897986,0.40860215053763405,0.19152046783625734,0.21514423076923084,0.3999999999999999,0.0017513134851138354
0.5843706777316736,0.10960622021570102,0.56005859375,0.06852613624962375,0.10517529672193701,0.23880597014925375,0.19081272084805656,0.582234164529595,0.33026113671274926,0.14970760233918132,0.21514423076923084,0.6000000000000001,0.002626970227670753
0.2475795297372061,0.39737480143800685,0.0,0.06852613624962375,0.10684473674491415,0.1492537313432836,0.0989399293286219,0.5675474604605597,0.6052227342549923,0.13771929824561405,0.15384615384615397,0.3999999999999999,0.0035026269702276708
0.2475795297372061,0.3699523451216453,0.0,0.06163673455737267,0.10517529672193701,0.17910447761194032,0.12014134275618375,0.5675474604605597,0.6052227342549923,0.13771929824561405,0.15384615384615397,0.3999999999999999,0.0043782837127845885
0.29183955739972345,0.3288186606471031,0.05999755859375,0.047924818567940876,0.09515859439224962,0.20895522388059704,0.1872791519434629,0.46475803698808704,0.44086021505376305,0.0777777777777778,0.15384615384615397,0.3999999999999999,0.005253940455341506
0.23893499308437072,0.36292952094306496,0.0,0.020567873984147687,0.08848079698524633,0.20895522388059704,0.053003533568904596,0.33259958163023384,0.5115207373271886,0.08377192982456141,0.24639423076923084,0.8,0.006129597197898424
0.28319502074688796,0.3151074324889223,0.0200042724609375,0.07534865054680445,0.10183639179925293,0.11940298507462686,0.04240282685512367,0.4941270688734676,0.48694316436251883,0.14356725146198832,0.16947115384615397,0.8,0.0070052539404553416
0.18568464730290457,0.3151074324889223,0.08001708984375,0.06163673455737267,0.14190317624127272,0.20895522388059704,0.20848056537102472,0.428045653068196,0.42396313364055294,0.12573099415204678,0.1237980769230771,0.3999999999999999,0.00788091068301226
0.0885200553250346,0.33918568681548367,0.0,0.047924818567940876,0.1285475814272661,0.22388059701492538,0.1872791519434629,0.31057390177937805,0.660522273425499,0.11374269005847956,0.23076923076923084,0.3999999999999999,0.008756567425569177
0.28319502074688796,0.33550706462670343,0.2900390625,0.047924818567940876,0.17028380589226302,0.11940298507462686,0.0812720848056537,0.5381784285751792,0.40860215053763405,0.7362573099415205,0.1081730769230771,0.3999999999999999,0.009632224168126095
0.3450899031811895,0.10960622021570102,0.56005859375,0.06163673455737267,0.13355592637292735,0.5074626865671641,0.34275618374558303,0.5014704209079781,0.44086021505376305,0.2514619883040936,0.3233173076923077,0.8,0.010507880910683012
0.29183955739972345,0.13702867653206252,0.509765625,0.06163673455737267,0.5492487309999194,0.23880597014925375,0.17667844522968196,0.5014704209079781,0.23502304147465436,0.4491228070175438,0.1237980769230771,0.6000000000000001,0.01138353765323993
0.2655601659751038,0.18485076498620517,0.31005859375,0.09594996822848734,0.11686143907460156,0.3283582089552239,0.2296819787985866,0.596916492345926,0.6129032258064515,0.19152046783625734,0.20072115384615397,0.3999999999999999,0.012259194395796848
0.29183955739972345,0.21227322130256665,0.2099609375,0.047924818567940876,0.15692821107825644,0.13432835820895522,0.10954063604240281,0.4794403648044181,0.3379416282642089,0.34736842105263155,0.16947115384615397,0.3999999999999999,0.013134851138353765
