fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.25,0.7274519467718088,-0.7578168362627197,-0.4273743016759777,-0.15000027939672658,-0.14285714285714285,-0.075,0.4922972123244603,1.02,-0.3333333333333333,-0.5024390243902439,-1.0,-1.0
-0.048828125,1.452932479053721,-0.7578168362627197,0.5726256983240223,0.949999534338789,0.8571428571428571,0.75,0.05274051561517502,-0.57,0.3333333333333333,-0.25365853658536586,-1.0,-0.9982486865148862
-0.048828125,0.9679645145391819,-0.6365402405180388,0.1452513966480447,0.6499997206032734,0.14285714285714285,0.425,0.14064137497380005,-0.26,0.16531165311653118,-0.25365853658536586,-1.0,-0.9964973730297724
1.65234375,-0.9689502217841302,0.9398704902867715,-0.4273743016759777,-0.2,0.2857142857142857,0.575,0.5802242716411654,-0.77,-0.2222222222222222,-0.25365853658536586,0.0,-0.9947460595446584
-0.25,0.7274519467718088,-0.7578168362627197,-0.4273743016759777,-0.15000027939672658,-0.14285714285714285,-0.075,0.4922972123244603,1.02,-0.3333333333333333,-0.5024390243902439,-1.0,-0.9929947460595446
-0.25,0.5657959586002957,-0.7578168362627197,-0.5712290502793296,-0.2,0.0,0.075,0.4922972123244603,1.02,-0.3333333333333333,-0.5024390243902439,-1.0,-0.9912434325744308
0.0,0.3233119763430261,-0.5759481961147086,-0.8575418994413407,-0.5000001862644844,0.14285714285714285,0.55,-0.1230874030601551,-0.05,-0.8888888888888888,-0.5024390243902439,-1.0,-0.989492119089317
-0.298828125,0.5243962543124692,-0.7578168362627197,-1.4287709497206704,-0.7000001862644843,0.14285714285714285,-0.4,-0.9142999371201006,0.41,-0.8333333333333334,-0.12682926829268293,1.0,-0.9877408056042032
-0.048828125,0.24248398225726958,-0.6971785383903792,-0.2849162011173184,-0.3000001862644844,-0.2857142857142857,-0.475,0.05274051561517502,0.25,-0.2791327913279133,-0.43902439024390244,1.0,-0.9859894921190894
-0.599609375,0.24248398225726958,-0.515263644773358,-0.5712290502793296,0.8999998137355156,0.14285714285714285,0.7,-0.3428788513938378,-0.16,-0.4444444444444444,-0.624390243902439,-1.0,-0.9842381786339754
-1.1484375,0.38442582552981763,-0.7578168362627197,-0.8575418994413407,0.4999998137355156,0.21428571428571427,0.55,-1.046164326137078,1.38,-0.5555555555555556,-0.1902439024390244,-1.0,-0.9824868651488616
-0.048828125,0.3627402661409561,0.12136910268270121,-0.8575418994413407,1.749999534338789,-0.2857142857142857,-0.2,0.3164692936491302,-0.26,5.21409214092141,-0.6878048780487804,-1.0,-0.9807355516637478
0.30078125,-0.9689502217841302,0.9398704902867715,-0.5712290502793296,0.6499997206032734,1.5714285714285714,1.65,0.09670404527352756,-0.05,0.7208672086720868,0.18536585365853658,1.0,-0.978984238178634
0.0,-0.8072942336126171,0.7874190564292322,-0.5712290502793296,13.099997206032734,0.2857142857142857,0.475,0.09670404527352756,-1.39,2.5528455284552845,-0.624390243902439,0.0,-0.9772329246935202
-0.1484375,-0.5253819615574175,0.1820536540240518,0.1452513966480447,0.1499999068677578,0.7142857142857143,0.85,0.6681251309997904,1.07,0.16531165311653118,-0.3121951219512195,-1.0,-0.9754816112084063
